ISO_COUNTRY_CODE,AWARD_VALUE_EURO,CRIT_CRITERIA
IT,1375,Tecnico
SI,651.61,Embalaža---Več eko živil
RO,,
LT,,
FR,372475.2,Mémoire technique
FR,1052000,Délais d&apos;intervention et de réalisation des prestations---Moyens mis en œuvre et organisation des prestations
PL,30249.44,Termin dostawy---Termin płatności
DE,246245.95,
LT,,
SK,1185002.73,
FR,211920.87,Valeur technique
RO,2054.66,
UK,,Quality Element
RO,185033.61,
RO,261.34,
ES,,
FI,200000,Hinta---Laatu
FR,20000000,Back office des personne sur site---Compréhension du besoin---Connaissances et pratiques des outils---Contrôle de service---Management des prestations---Méthodologie des tests---Profils et équip proposées---Qualité des livrables---Unités d&apos;œuvre
FR,498590.57,Facturation---Gestion de la bascule---Gestion des relations qualité et moyens---Optimisation des coûts d&apos;accès au réseau de distribution
BG,,
LV,13562.5,Doma ir izteikta pietiekami skaidri un saprotami---Tulkojums vai rediģētais dokuments adekvāti atspoguļo oriģinālā izteikto domu---Tulkojumā vai rediģētajā dokumentā ir ievērotas interpunkcijas normas---Tulkojumā vai rediģētajā dokumentā ir ievērotas pareizrakstības normas
SI,,
DE,633059,
RO,,
DE,245178.39,
PL,563144.01,Cena oferty [zł] - 60 %---Czas reakcji w przypadku stwierdzenia awarii urządzenia---Czas reakcji w przypadku stwierdzenia uszkodzenia urządzenia---Czas wymiany urządzenia w przypadku zaistnienia takiej konieczności
PL,376954.58,
ES,20976,Comodidad y seguridad en la preparación---Contenido de colorante---Estudios evidencia científica---Facilidad de aplicación---Radiopacidad contenido de dióxido de circonio o de sulfato de bario
PL,298352.57,Czas podstawienia---Data produkcji---Ilość pojazdów---Wyposażenie pojazdu
DE,1,Preis---Qualität
PL,40.05,
RO,,
SI,,A. Cena urne postavke za delo (enotna za servisne; kleparske in ličarske storitve)---B. Popust na cene po veljavnem uradnem ceniku za neoriginalne rezervne dele---C. Popust na cene po veljavnem uradnem ceniku za originalne rezervne dele---D. Popust na ceno ustreznega motornega olja
RO,670.14,F1 – Factor de evaluare
SI,2511.3,
RO,6481387.06,Lanţul de aprovizionare.
SE,339972.24,Pedagogisk metod och process
FR,,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
RO,2.38,
UK,57965.07,
RO,,
RO,626842.03,
PL,173119.88,
PL,21546.21,
PL,,
PL,,
NL,296000,Kwaliteit
DE,17.58,
RO,,
HR,6910158.91,Iskustvo tehničkih stručnjaka
LT,,
RO,5851.48,Criteriu Tehnic
RO,,
ES,1288612,
RO,103.68,
FR,94000,Valeur technique de l&apos;offre appréciée à l&apos;aide du mémoire technique
FR,840000,
RO,,
IT,1086451.88,Offerta tecnica
FR,,
SI,2762.2,
BE,,
SI,29729.15,
UK,,
BG,,
RO,,Termenul de livrare
MK,,
FR,,
RO,771.12,
ES,,Oferta económica---Oferta técnica valorable automáticamente
PL,45186.88,Termin dostawy---Termin reklamacji
RO,100.94,
PT,8783.06,Prazo de entrega---Preço total por lote
SI,142.14,
SI,5270,Cena---Dodatne ugodnosti
DE,,
DK,,
RO,,
RO,81171.9,
RO,47204.6,
RO,,
ES,16252.55,Criterios medioambientales---Económico
FR,32480,Délai d&apos;exécution---Valeur technique
ES,65904,
IT,3000000,
RO,44.76,
FR,681.97,
HU,74900.09,Név A teljesítésbe bevonni kívánt járművek környezetvédelmi besorolása
PL,73816.5,
SE,302197.54,
UK,,
IT,639381.58,Ponderazione
FR,5659051,Valeur technique---Équilibre économique
LT,8367189.66,
LV,90909,
RO,,
DE,0.01,
FR,54000,Qualité
SI,26804.5,
RO,19387.6,
ES,15345.6,Ver PCAP anexo XI---Ver PCAP anexo XI
FR,,v
RO,240.76,
FR,480000,Nombres d&apos;articles répondus---Performance technique---Performance économique
SI,,
PL,,
BE,,
PL,2489.71,
UK,1708875.9,Continuity of Service---Poor Performance---Proposed Team---Schedule of Services---Understanding the Client
LT,,
SI,20388,cena---dodatne ugodnosti
RO,,
FR,,
LU,52802.76,
IT,,
RO,205441.17,
LV,9776,
HU,3372.63,2. A vállalt többlet jótállás időtartama (0-24 hónap)---3. Jótállási idő alatt jelentkező hiba esetén kedvezőbb rendelkezésre állási idő a kötelező 72 óránál (0-48 óra)
RO,8808.72,
RO,210.32,
LT,135.45,
FR,30000,Service après-vente / assistance technique---Valeur technique selon éléments d&apos;appréciation
RO,,
CZ,4694.59,
RO,,
SI,4387.21,
BE,339508,Plan van aanpak
RO,,
BE,,Voir CSCH
PL,8103.02,Termin
RO,254.69,
PL,1264.43,
DE,0.01,Energieeffizient
SI,,
RO,565934.29,Pondere Criterii Tehnice
PL,31098.75,jakość---termin dostawy
ES,11400000,
PL,3252.98,Jakość – parametry techniczne---Warunki gwarancji
BG,36411.53,
DE,0.01,
RO,1731.19,
PL,6049.89,
RO,,
ES,,
IT,594032.6,
UK,446586.24,Quality
DE,1,Anzahl der zu beratenden Personen---Qualität des einzureichenden Konzeptes
RO,,
LT,69509,
GR,12038.1,
PL,1116.9,Skrócenie terminu dostawy
DE,269340.4,1.0 Angaben zur Arbeitsweise---2.0 Verfügbarkeit---3.0 Berufserfahrung des zum Einsatz kommenden Personals---4.0 Qualität der Präsentation
RO,,
RO,1127096.71,
PT,934718.4,
RO,,
PL,8162.7,
FR,22255,Valeur technique de l&apos;offre
RO,10797.69,
SE,4394245.03,
DE,74960,
RO,,
PL,840.17,
ES,11700000,
FR,1,L&apos;organisation et les moyens humains---La méthodologie
FR,39354.49,Valeur technique de l&apos;offre appréciée à l&apos;aide du mémoire technique
ES,1858922.15,Creación empleo para personas con dificultad acceso mercado laboral---Criterios no valorables en cifras y porcentajes---Incremento del % mínimo reservado a control de calidad y ensayos---Incremento del plazo de garantía---Oferta económica---Reducción del plazo de ejecución---Sesiones formativas e informativas en seguridad y salud y otros---medidas ambientales preventivas y correctivas
IT,327002.82,
FR,705207,Valeur technique
RO,179982.3,
DE,1021436,
ES,,Mejoras y/o aportaciones adicionales evaluables mediante fórmula---Oferta económica---Sostenibilidad características ambientales de los productos
DK,,Maskinernes egnethed
FR,449500,Compatibilité du projet avec l&apos;enveloppe financière affectée aux travaux---Qualité de la réponse au programme relation au site et parti esthétique; organisation fonctionnelle; qualité architecturale; qualité environnementale; optimisation de l&apos;exploitation/maintenance
GR,,
SI,1200,
RO,1264.41,
FR,29709400,Critère financier---Critère technique
FR,6642.51,Démarche environnementale---Qualité du mobilier proposé---Service après vente et garantie
LT,,
FR,157070,Valeur technique
CZ,,
PL,64532.01,Termin dostawy
IT,,
LT,58100,
FR,125000,Performances en matière d&apos;insertion professionnelle des publics en difficulté---Performances en matière de protection de l&apos;environnement---Valeur technique
FR,4900,
RO,,
RO,,
NL,349800,
RO,231.24,descriere timpul de livrare a mărfii la solicitarea beneficiarului; minim 40; maxim 48 ore. Pentru timpul de livrare a mărfii sub 40 de ore ofertele nu se puncteaza ... detalii pe www.e-licitatie.ro
FR,,Prix des prestations---Valeur technique (sous-critères énoncés dans le règlement de consultation)
UK,45570.02,Method
RO,25498.91,
BE,85065.7,La planification---Qualité du service proposé
PL,,Okres gwarancji jakości i rękojmi za wady---Termin realizacji
PL,4214.63,
IT,1758750.96,
SE,1230820.37,
FR,1,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
FR,1366203.22,— exigences environnementales---— moyens---— organisation de chantier---— qualité de la justification du respect des exigences techniques indiquées au CCTP et pertinence des améliorations éventuellement proposées par le candidat
IT,3000000,
RO,147126.63,
DE,318000,
FR,25384,Modalités logistiques et DD---Valeur technique
RO,842.34,F1 – Factor de evaluare
DE,990895,
SE,944.37,
FR,1,Maîtrise financière du dispositif et modalités de gestion---Moyens destinés à assurer une couverture effective des plus âgés et des plus exposés aux risques; en particulier services annexes---Rapport entre la qualité des garanties et le tarif proposé
DE,1490557.61,
IT,,tecnica
DE,80000,
LT,,
ES,,Coste---Técnico
DE,3167.67,
NO,35529027.22,Competence and experience of offered personnel
CH,,
FR,,Valeur technique
FR,562746.6,Qualité technique de l&apos;offre
PL,375111.91,
RO,227.43,
RO,3343097.38,
SI,87.42,živila iz shem kakovosti ali nacionalnih shem kakovosti
EE,1376700,
FR,64000,Valeur technique
DE,0.01,
RO,13.97,
FR,,Valeur technique (mémoire)
ES,1,no se establecen criterios de valoración; todos los licitadores que cumplan los requisitos establecidos en los pliegos formarán parte del acuerdo
PL,10067.01,termin dostawy/uzupełnienia banku---termin płatności
FR,24447302,
PL,52098.82,Dostawa na ratunek” w ciągu 12 godz.; także w dni wolne od pracy (tj. soboty; niedziele i święta)
FR,,
LV,,
PL,24781.27,
PT,,
UK,36917.02,Attributes---Capability---Client review---Custom metric---Features---Qualifications
PL,,
ES,190000,oferta económica---oferta técnica
ES,5069669.82,Valoración técnica
PL,1861.5,
RO,,
PT,4831.2,
PL,,termin dostawy
PL,1789.84,Cena---Termin dostawy---Termin płatności
EE,16695,
RO,,
RO,,
FR,6000000,Valeur technique des prestations
FR,6922,Coût de l&apos;offre---Valeur technique
RO,557.12,
UK,2050651.08,
RO,2094.7,
FR,,
HR,,Jamstveni rok
FR,35000000,Qualité technique de l&apos;offre
IT,1658310.71,
UK,1604.71,Quality
RO,1595.94,
PL,2805.97,
PL,26044.77,
RO,18202.43,
NL,69.5,Kwaliteit (wensen)
CZ,3076.16,
FR,8736.17,Conduite de production - étendue de la gamme---Délai de garantie des végétaux---Délai de livraison---Qualité et origine des produits proposés
ES,,
DE,1492259.42,
RO,5675.93,
UK,3735.16,Attributes---Capability---Client review---Custom metric---Features---Qualifications
SI,,
UK,7295.05,Experience---Management
DE,,
SI,,
RO,1178.88,
PL,32976.55,Termin dostawy
RO,,
RO,,
RO,628.25,
RO,,
RO,,
RO,16798.94,
RO,,
SI,593.1,
RO,495.65,
BG,96942.43,Техническо предложение
LT,19883.33,
SI,79.63,živila iz shem kakovosti ali nacionalnih shem kakovosti
PL,421.28,kody agregacyjne
PL,1675.35,okres przez który nie wzrosną ceny ofertowe---termin dostawy
PL,1869.07,
RO,,
ES,,Criterios evaluables mediante formulas
ES,186252,Caducidad en el momento de la entrega---LINEA 900---PRECIO---Plazo entrega ordinario---plazo de entrega urgente
FR,23780,Prix apprécié au regard du montant du détail quantitatif et estimatif---Valeur technique appréciée au regard de la note méthodologique sur la base des sous-critères suivants: détails dans «renseignements complémentaires» de l&apos;AAPC
DK,,Organisation og bemanding---Procesbeskrivelse
PL,,Doświadczenie zawodowe osób wyznaczonych do realizacji zamówienia - doświadczenie pracownika posiadającego kwalifikacje do pracy z pilarką---Samodzielna realizacja kluczowych elementów (części) zamówienia; tj. pozyskania i zrywki drewna
RO,35524.84,
DE,1,
RO,,
RO,22253.6,
UK,2517.58,Attributes---Capability---Client review---Custom metric---Features---Qualifications
RO,,
BG,1196441.35,Срок за изготвяне на работен проект — П1---Срок за изпълнение на СМР — П2
CY,,
PL,30540.3,
SI,736775,Cena---Kadri---Usposobljenost in kompetence
PL,10060.5,
CZ,48936.7,
FR,25000,
RO,53105.18,
PL,9843.87,
ES,2400000,
FR,25581182,Qualité du dossier technique
FR,90000,La valeur technique---Le prix
LT,,
FR,140000,Valeur technique
PL,7162.14,
ES,2314420.52,Medios de localización inmediata y tecnológicos para la coordinación---Medios materiales asignados al servicio---Organización general de los servicios
SE,245535.5,
UK,148102578.12,Quality
RO,,
EE,26850,
PL,15199.46,
UK,4402333.19,Quality
RO,,
FR,53998,
RO,102.42,
RO,1761.59,
FR,13292.1,Qualité
UK,7088844.46,
PL,2326.88,
BE,,
RO,,
PL,218494.04,Okres gwarancji na system OCR---Okres gwarancji na wszystkie zespoły i podzespoły samochodu---Zużycie energii
FR,63782.52,Justification des prix P2---Justification des travaux prévus dans le cadre du P3---Prix des prestations P3---Prix des prestations d&apos;entretien P2---Taux horaires de travaux (TH)---Valeur technique des travaux prévus dans le cadre du P3
SI,5680.92,
GR,,
ES,73000,1) El precio más bajo---2) Nivel de «Patner» de la empresa en productos---3) Jornadas de consultoría ofrecida---4) Cursos ofertados---5) Compromiso a facilitar el relevo al finalizar el contrato
RO,206.35,
RO,22953.24,
SI,4695,
PT,6583.5,
SI,578.36,
BG,,
PL,34030.62,Termin realizacji zamówienia częściowego
PL,,
LV,244.5,
RO,101.15,
DE,79039.56,Auszeichnungen/ Referenzen---Inhaltliche Qualität---Preis---Serviceleistung---vollständige Angebotsabgabe
NO,337643.92,Quality---Supplier services
SI,,
PL,92494.02,Termin realizacji
RO,,
DE,0.01,
RO,1141.76,
PL,,kryterium poza cenowe
SI,,
FR,6676.2,Apprentissage---Moyens humains---Organisation du chantier et de la méthodologie---Qualité des matériaux et matériels proposés
PL,7352.94,
UK,56962530.05,As per ITT
DK,,Kvalitet
DE,522974.31,Angebotspreis Besondere Leistungen---Nebenkosten---Projektablauf – Schnittstellen – Terminplan---Projektorganigramm einschl. Qualifikationsnachweise---Umbauzuschlag
FR,81000,Délai---Valeur technique
RO,198302.53,
BG,,
FI,300000,
RO,492811.57,
RO,380.59,
IT,35000000,Offerta tecnica
PL,23614.34,
SI,,
FR,787500,Qualité
DE,0.01,Preis---Qualität Prüfungsteam---Sonderprüfungen
DE,639060,
DE,0.01,
CZ,850531.66,
CZ,3300350.6,
DE,,
DE,25770,
DE,200421.8,
ES,2451000,
RO,1572.21,
DE,,
RO,4646.64,
PL,2876000,Suma gwarantowanych strat stanu jałowego transformatora/transformatorów wchodzących w skład Zadania (kW)
FR,480000,Prix des prestations---Valeur technique de l&apos;offre appréciée à l&apos;aide du mémoire technique
PL,,skrócenie terminu dostawy
BG,9367.01,
EE,,
RO,4067888.23,
DE,8736,Konzeption---Lieferfristen---Preis---Rabatte / Skonti
RO,63.33,
RO,,Componenta tehnica.
UK,45789.74,Attributes---Capability---Client review---Custom metric---Features---Qualifications
PL,,Cena---Termin realizacji dostawy
BG,,
LT,,
RO,85.97,
PL,,cena---paramerty oceniane
SI,317.55,
RO,132928.47,Criteriu Tehnic
BG,,
RO,,
FR,1,
SI,12295.08,cena---oddaljenost delavnice---popust na nadomestne dele
DK,621475.74,Kvalitet
PL,208895.66,
RO,84.08,
BG,8332.2,
RO,3687.86,
RO,,
RO,,
DE,,
ES,,
HR,849094.1,Cijena ponude---Jamstveni rok
FR,25260,Prix---Valeur technique de l&apos;offre appréciée à l&apos;aide du mémoire technique
BG,55106.35,Срок за доставка
RO,263418.54,
PL,92472.2,Gwarancja dodatkowa ponad okres wymagany 24 miesiące
SI,734,
FI,,
FR,,Valeur technique
SI,,
RO,0.01,CRITERIU TEHNIC
RO,186.5,
BG,,
LT,2671.68,
HR,1871.17,Cijena ponude---Odaziv na reklamaciju
RO,,
ES,,Catálogos de productos---Certificaciones; requisitos medioambientales y ensayos clínicos---Oferta singularizada o de campaña---Plazos de entrega---Servicio postventa
AT,,
RO,78704.57,
PL,,
DE,42708.42,Kilometer Änderung---Tagespauschale
PL,7138.87,
DE,0.01,
LV,26301.45,
HU,14442.05,
FR,9000,Valeur technique de l&apos;offre
UK,74.05,Attributes---Capability---Client review---Custom metric---Features---Qualifications
FR,40000,
SI,,Sheme kakovosti
FR,130000,
LT,,
LV,118966.5,Par preces piegādes termiņu---Par transportlīdzekļa ekspluatācijas kopējām izmaksām---Preces un tehnisko apkopju (1.; 2.; 3.; 4.; 5.; 6.; 7.; 8. daļā līdz 100 000 km nobraukumam; 9. daļā līdz 150 000 km nobraukumam) izmaksu kopējā cenasummu par pilnu iepirkuma priekšmeta daļas apjomu
PL,31017.72,
SE,70827549.08,
RO,2848.67,
RO,,
FR,2576,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché
DE,52002,(Vor-)Lesemotivatorische Qualität---Gestalterische und inhaltliche Qualität---Preis---Sprachliche Qualität
FR,,Valeur technique
CZ,107323.72,
AT,1,Qualität
FR,126700,Qualité du dossier technique
RO,4741.53,
FR,,Formation des utilisateurs---La durée de garantie initiale---Performances techniques de l&apos;engin---Prix---Qualité et efficacité du véhicule appréciées lors de la démonstration et des essais
DE,1846956.46,
ES,,Analíticas periódicas a determinados artículos---Precio---Uso de pallets de PVC; plástico u otro material similar que sea no absorbente
DE,,
RO,2059.47,
CH,649779.67,Organisation de base du soumissionnaire---Organisation pour l&apos;exécution du marché---Prix---Qualité technique
PL,81.44,
RO,21.92,
HR,,Nije primjenjivo---Sukladno članku 284. stavku 5. ZJN 2016; ekonomski najpovoljnija ponuda utvrđuje se samo na temelju cijene.
NO,487255.23,Guarantee and service---Technical and functional solution
FR,375000,Performance en matière de protection de l&apos;environnement---Qualité de service---Valeur Technique
HR,11263.82,Rok isporuke
ES,1389821,Capacidad de respuesta---Condiciones tarifarias---Conectividad---Continuidad del servicio---Frecuencias
ES,,Formación y experiencia más allá de los requisitos de solvencia del personal que ejecute el contrato---Formato del material didáctico formativo que se entrega a las personas participantes---Juicio de valor---Oferta económica
CZ,39467.2,
IT,12151395.47,Merito tecnico
BG,1360556.35,
SI,1625.45,Embalaža---Več ekoloških živil
FR,,Valeur technique
RO,430.45,
PL,2466.49,
HR,80.08,Rok isporuke
RO,,Propunerea tehnica
DE,799661.32,Angebotspreis [in EUR p.a. netto]- Berechnung niedrigster Angebotspreis aller Bewerber/ Angebotspreis Bewerber xxx (wertbare Angebote)x650=erreichtbare Punkte(gewichtet)---Jahresreinigungsstunden [in Std.p.a]- Berechnung kalkulierte Stunden Bewerber xxx/ höchste kalkulierte Stunden aller Bewerber (wertbare Angebote)x200=erreichte Punkte (gewichtet)---Objektleiterstunden [in Std.p.a]- Berechnung kalkulierte Stunden Bewerber xxx/ höchste kalkulierte Stunden aller Bewerber (wertbare Angebote)x30=erreichte Punkte (gewichtet)---Reinigungsplanung [Entwurf]---Vorarbeiterstunden [in Std.p.a]- Berechnung kalkulierte Stunden Bewerber xxx/ höchste kalkulierte Stunden aller Bewerber (wertbare Angebote)x70=erreichte Punkte (gewichtet)
PL,25874.36,Czas reakcju---Czas usuwania śniegu i lodu
PL,,Gwarancja jakości
DE,0.01,
RO,824.39,
NL,1,
FR,76015,
PT,11657.25,
FR,800000,Protection de l&apos;environnement---Valeur technique
PL,,
PL,1263893.18,
FR,496553,Délais de livraison ou d&apos;execution---Valeur technique
CZ,3833.5,
RO,,
DE,0.01,
PL,438342.33,Czas; w jakim Wykonawca będzie gotów do odbioru odpadów – czas mierzony odmomentu przekazania informacji Wykonawcy przez Zamawiającego a podstawieniem samochodu do załadunku odpadów przez Wykonawcę---Termin płatności
FR,,Performances environnementale et énergétique; règles et moyens mis en place pour la sécurité---Valeur technique
DK,,Kvalitet
FR,450000,Démarche qualité et des mesures prises pour réduire les nuisances inévitables (performance environnementale).---Moyens humains (effectifs; compétences; qualification; etc.) et matériels; mis en œuvre pour assurer les prestations demandées par l&apos;HIA Desgenettes.
DE,360000,
RO,49665.99,
DE,810068.8,
LT,,
PL,,
PL,,Okres gwarancji jakości (Okres gwarancji nie może być krótszy niż 36 m-cy oraz dłuższy niż 60 m-cy)
CZ,12220.49,Nabídková cena v CZK bez DPH.
FR,52027.15,Qualité et compatibilité des échantillons fournis---Transparence et cohérence de la structure de coût au regard de l&apos;annexe 1 à l&apos;AE
PL,,
SI,,
SI,2126.37,
BG,35453.52,
FR,190,Coût d&apos;utilisation du produit---Offre financière---Valeur technique et expérience clinique---Valorisation des prestations
DE,400000,Höhe des angebotenen Honorars---Qualifikation und Erfahrung der Mitglieder des Kernprojektteams---Qualität der fachlich-inhaltlichen Herangehensweise an die Aufgabenstellung---Qualität der methodisch-organisatorischen Herangehensweise an die Aufgabenstellung
FR,626753,Prix---Qualité
FR,576840,
PL,3085.46,
FR,172285,Valeur technique de l&apos;offre
UK,16.52,Attributes---Capability---Client review---Custom metric---Features---Qualifications
SE,20776.84,
IT,792,
SI,300,- živila iz shem kakovosti ali nacionalnih shem kakovosti (SK)
FR,,Valeur technique
DE,1,
UK,1594950.84,Price---Quality criterion
SE,217204.48,
UK,22785012.02,
RO,23180.83,
RO,,
PL,19085.54,KAWA I HERBATA PRZYGOTOWYWANIE DO SERWISU KAWOWEGO POCHODZĄCE ZE SPRAWIEDLIWEGO HANDLU (FAIR TRADE)---KWALIFIKACJE ZAWODOWE OSÓB WYZNACZONYCH DO REALIZACJI ZAMÓWIENIA
RO,1444.46,Termenul de livrare Se va puncta termenul ofertat pentru livrarea medicamentelor; termen calculat ca perioada cuprinsa intre data emiterii comenzii ferme de catre achi... detalii pe www.e-licitatie.ro
CZ,23238.62,
FR,253500,Délai de livraison---Qualité technique
GR,1975,
FR,2062000,Organisation du service---Qualité dans l&apos;assiette---Restauration responsable
ES,32919.28,Varios criterios. Véanse Pliego clausula 10 Procedimiento y criterios de adjudicación
IT,1827746.81,Offerta tecnica
BG,2290.62,
RO,,
PL,30403.02,
LV,,
FR,7500000,Valeur technique
PL,570336.47,
FR,12447.83,Valeur technique
RO,5194.57,
BE,,Plan van aanpak
PL,,termin dostawy
BE,,La qualité des garanties et des services proposés
BG,,
PL,2704.83,Termin dostawy towaru---Termin dostawy/wymiany reklamacyjnej towaru---Termin gwarancji/rękojmi towaru---Wysokość kary umownej za opóźnienie w dostawie sukcesywnej i dostawie reklamacyjnej towaru za każdy dzień opóźnienia
RO,21115.78,
FR,60924.24,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
RO,,
PL,20143.08,Cena brutto---Termin dostawy zamówienia
LU,23.91,Quality
RO,,
CZ,44409.82,
DE,21000000,
LT,,
ES,25918.2,
DE,347620.71,Leistungs-Preis-Bewertung über Kennzahl Z---Organisation; Qualifikation und Erfahrung des mit der Auftragsausführung betrauten Personals---Qualität---Termine
DE,246600,Preisangebot---Projektbezogene Aufbauorganisation---Reinigungskonzept---Stundenverrechnungssatz---projektspezifische Qualitätssicherung
DE,0.01,
RO,3401.79,
CZ,3240.75,
RO,348.56,
RO,,
PL,218284.62,
PL,,
PL,244.32,Termin dostawy
PL,1872.44,Termin sporządzenia operatu szacunkowego---Zaoferowanie przez Wykonawcę wykonania aktualizacji sporządzonych operatów; na żądanie Zamawiającego; w okresie do 24 miesięcy licząc od daty sporządzenia operatu
PL,94797.1,Termin dostawy
PL,969.53,
RO,446.76,
LT,435725.7,
FR,120000,Valeur technique
SI,,kvaliteta---lastna proizvodnja
FR,229914.11,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché
HR,,Rok isporuke robe
SE,,
RO,,
FR,89573.46,Politique nutritionnelle et variété des menus---Pourcentage des produits frais et bio utilisés---Qualité des produits
FR,359380.62,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
RO,77.55,
FR,,délai de livraison---valeur technique
SE,,
DE,77097.75,
IT,129970,
ES,31712.11,Mejor oferta económica---Mejora del plazo de entrega
PL,1809.87,
HR,,Rok isporuke
PL,,
RO,2179,
RO,,
PL,179229.93,
PL,,
PL,,
PT,2520,
IT,19000,Offerta tecnica
CZ,4688.12,
LT,,
RO,,
FR,25976,
HR,,Jamstveni rok
PL,14542.07,
ES,189600,
SK,202988,
IT,357000,Offerta economica---Offerta tecnica
DE,1,
SI,,
PL,350.89,
BG,1942.94,
DE,,
SE,9443.67,
RO,5569572.84,Autoritatea contractanta acorda punctaj pentru ofertele care prezinta o perioada suplimentara de garantie a lucrarilor fata de garantia minim acceptata a lucrarilor de [...] detalii pe www.e-licitatie.ro
FR,264234.87,Délai de déploiement et planning---Valeur technique
IT,1528312.5,Migliorie senza oneri per il Comune---Politiche di approvvigionamento dei prodotti alimentari---Progetto gestionale del servizio
RO,258.35,
DK,279128.33,
RO,199.88,
FR,240000,Valeur technique
DE,17350.49,
GR,45461.68,
ES,786486.91,
FR,184800,Coût global d&apos;utilisation---Démarche environnementale---Indications---Prestations du fournisseur---Sécurité d&apos;utilisation
NO,60906903.8,Quality
CZ,14412.62,
PL,,cena---termin dostawy---termin rozpatrywania reklamacji
ES,,
DE,0.01,Höhe GU-Zuschlag---Terminsicherungs- und Baulogistikkonzept
DK,174388.23,
RO,15.64,
ES,,Precio---Reducción del plazo de entrega
PL,2011.29,
ES,,Criterios objetivos (oferta económica y desgloce anual oferta económica)---Criterios subjetivos
BG,12782.49,срокове за отстраняване на дефекти и некачествен ремонт
ES,,
RO,10490.38,
BE,4570000,Kwaliteitswaarborgen voor de projecten---Kwaliteitswaarborgen voor de uitvoering van de profielopdrachten
FR,180000,Note méthodologique
FR,100000,
PL,54350.43,
ES,155644,Identificación de riesgos y acciones de mitigación---Metodología para abordar el servicio---Oferta económica---Planificación del proyecto---Requisito cuantificable 1---Requisito cuantificable 2
RO,687.84,
UK,1009.05,Attributes---Capability---Client review---Custom metric---Features---Qualifications
FR,140000,Valeur technique
RO,,
IE,1600000,
BG,,
FR,35759.88,
CZ,5.54,
PL,194.34,
RO,69867.45,
LT,,
CZ,24381.47,
BG,3449.48,
RO,1669.02,
FR,868726.15,— BIM---— exigences environnementales---— exigences techniques---— qualité de l&apos;organisation de chantier du fait de 2 zones distinctes---— qualité des moyens
RO,,
SI,,Lokalna pridelava---Slovensko poreklo---Višja kakovost
RO,,
HR,,Rok isporuke
HR,20483.71,Rok isporuke
HR,78411.97,rok isporuke
RO,895,
IT,24450,Clausola di regolazione del premio---Facoltà bilaterale di recesso in caso di sinistro---Franchigia per sinistro---Massimale aggregato annuo---Massimale per ciascuna persona assicurata
LU,878100,
FR,53445,valeur technique
LT,5065.32,
IT,577407.4,Caratteristiche del sistema informativo utilizzato---Eventuali servizi e/o proposte migliorative---Iniziative e progetti di recupero dell’evasione---Modalità di gestione del servizio---Organizzazione ed esperienza dell’azienda; solidità e qualificazione
PL,13.94,
PL,63555.57,
SI,,
SE,,
PL,,jakość realizacji dostaw
SI,9946.44,Cena pisnega prevajanja---Cena ure tolmačenja---Cena ure čakanja---Čas izvedbe storitve za pisno prevajanje
IT,1052096.15,Quality
PL,17415.3,Przedłużony okres gwarancji (G)---Termin realizacji przedmiotu zamówienia (T)---Wbudowane głośniki (WG)---Wieszak MiniPC (WPC)
SI,6210.06,
ES,47565,
FR,920000,Délais de réactivité---Valeur technique
DE,616158.15,Qualität des Konzepts
LT,8.71,
UK,97430.34,
FR,,cf. rubrique Informations complémentaires
HR,126341.33,Rok trajanja reagensa nakon isporuke duži od 30 dana
RO,8860.98,
PL,45636.63,czas usunięcia awarii (podany w minutach)
RO,260468.25,
RO,,
DE,224419.6,
PL,13225.99,Reklamacja jakościowa---Termin realizacji bieżącego zamówienia
FR,291700,Valeur technique
SI,1146.32,Varnost in kakovost živil
PL,,Samodzielna realizacja kluczowych elementów (części) zamówienia Pakiet nr I – VIII; X – pozyskanie i zrywka drewna w rębniach I
RO,906.58,
CH,313191.93,Auftragsanalyse---Eingabesumme---Referenzprojekte Firma und Schlüsselpersonen
LT,4000,
RO,8275.96,
FR,,Procédure d&apos;ajustement et d&apos;annulation---Qualité de la prestation (diversité des repas (10 %); capacité de service (10 %); amplitude horaire (10 %); capacité de réception (5 %); facilité d&apos;accès au restaurant (5 %); capacité de stationnement (5 %)
HU,122003.87,
ES,284532,
CH,574427.36,Organisation de l&apos;entreprise---Organisation pour l&apos;exécution du marché---Prix---Référence d&apos;objets similaires
FR,2219.14,Carcatéristiques esthétiques et fonctionnelles du mobilier---Cardre de mémoire technique---Délais de livraison---Étendue et limites des garanties proposées
PL,,
RO,,
PL,33320.92,gwarancja---jakość
RO,11379.68,
PL,,termin płatności
DE,,
PL,4284.03,
PL,,Termin płatności
RO,53459.21,
